label	key	technique	category	institute	source	experiment	developmental-stage	tissue	condition	summary	citation	project	accession	date	analyst	filename	SCIPRJ	access_level	biosample	NGS_file	MLONG
whole-organism_adult_green_light:dark_SAMN12017444.Signal.Unique.str1.out.bw	green light:dark T6 B	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		green light:dark T6	whole organism green light:dark T6	PMID:32410571	PRJNA548291	SRR9267063,SRR9267064	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_green_light:dark_SAMN12017444.Signal.Unique.str1.out.bw			green		
whole-organism_adult_green_light:dark_SAMN12017443.Signal.Unique.str1.out.bw	green light:dark T6 C	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		green light:dark T6	whole organism green light:dark T6	PMID:32410571	PRJNA548291	SRR9267065,SRR9267066	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_green_light:dark_SAMN12017443.Signal.Unique.str1.out.bw			green		
whole-organism_adult_green_light:dark_SAMN12017441.Signal.Unique.str1.out.bw	green light:dark T6 D	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		green light:dark T6	whole organism green light:dark T6	PMID:32410571	PRJNA548291	SRR9267067,SRR9267068	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_green_light:dark_SAMN12017441.Signal.Unique.str1.out.bw			green		
### end																					
																					
# circadian:no color/dark overlay for timepoint 1																					
## grays:  none T1																					
whole-organism_adult_dark:dark_SAMN12017106.Signal.Unique.str1.out.bw	none dark:dark T1 A	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T1	whole organism none dark:dark T1	PMID:32410571	PRJNA548291	SRR9266909,SRR9266910	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017106.Signal.Unique.str1.out.bw			none		
whole-organism_adult_dark:dark_SAMN12017105.Signal.Unique.str1.out.bw	none dark:dark T1 B	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T1	whole organism none dark:dark T1	PMID:32410571	PRJNA548291	SRR9266911,SRR9266912	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017105.Signal.Unique.str1.out.bw			none		
whole-organism_adult_dark:dark_SAMN12017104.Signal.Unique.str1.out.bw	none dark:dark T1 C	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T1	whole organism none dark:dark T1	PMID:32410571	PRJNA548291	SRR9266913,SRR9266914	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017104.Signal.Unique.str1.out.bw			none		
whole-organism_adult_dark:dark_SAMN12017103.Signal.Unique.str1.out.bw	none dark:dark T1 D	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T1	whole organism none dark:dark T1	PMID:32410571	PRJNA548291	SRR9266915,SRR9266916	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017103.Signal.Unique.str1.out.bw			none		
### end																					
																					
# circadian:no color/dark overlay for timepoint 2																					
## grays:  none T2																					
whole-organism_adult_dark:dark_SAMN12017155.Signal.Unique.str1.out.bw	none dark:dark T2 A	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T2	whole organism none dark:dark T2	PMID:32410571	PRJNA548291	SRR9266941,SRR9266942	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017155.Signal.Unique.str1.out.bw			none		
whole-organism_adult_dark:dark_SAMN12017154.Signal.Unique.str1.out.bw	none dark:dark T2 B	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T2	whole organism none dark:dark T2	PMID:32410571	PRJNA548291	SRR9266943,SRR9266944	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017154.Signal.Unique.str1.out.bw			none		
whole-organism_adult_dark:dark_SAMN12017153.Signal.Unique.str1.out.bw	none dark:dark T2 C	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T2	whole organism none dark:dark T2	PMID:32410571	PRJNA548291	SRR9266945,SRR9266946	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017153.Signal.Unique.str1.out.bw			none		
whole-organism_adult_dark:dark_SAMN12017152.Signal.Unique.str1.out.bw	none dark:dark T2 D	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T2	whole organism none dark:dark T2	PMID:32410571	PRJNA548291	SRR9266947,SRR9266948	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017152.Signal.Unique.str1.out.bw			none		
### end																					
																					
# circadian:no color/dark overlay for timepoint 3																					
## grays:  none T3																					
whole-organism_adult_dark:dark_SAMN12017241.Signal.Unique.str1.out.bw	none dark:dark T3 A	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T3	whole organism none dark:dark T3	PMID:32410571	PRJNA548291	SRR9266973,SRR9266974	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017241.Signal.Unique.str1.out.bw			none		
whole-organism_adult_dark:dark_SAMN12017240.Signal.Unique.str1.out.bw	none dark:dark T3 B	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T3	whole organism none dark:dark T3	PMID:32410571	PRJNA548291	SRR9266975,SRR9266976	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017240.Signal.Unique.str1.out.bw			none		
whole-organism_adult_dark:dark_SAMN12017043.Signal.Unique.str1.out.bw	none dark:dark T3 C	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T3	whole organism none dark:dark T3	PMID:32410571	PRJNA548291	SRR9266977,SRR9266978	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017043.Signal.Unique.str1.out.bw			none		
whole-organism_adult_dark:dark_SAMN12017039.Signal.Unique.str1.out.bw	none dark:dark T3 D	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T3	whole organism none dark:dark T3	PMID:32410571	PRJNA548291	SRR9266979,SRR9266980	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017039.Signal.Unique.str1.out.bw			none		
### end																					
																					
# circadian:no color/dark overlay for timepoint 4																					
## grays:  none T4																					
whole-organism_adult_dark:dark_SAMN12017029.Signal.Unique.str1.out.bw	none dark:dark T4 A	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T4	whole organism none dark:dark T4	PMID:32410571	PRJNA548291	SRR9267005,SRR9267006	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017029.Signal.Unique.str1.out.bw			none		
whole-organism_adult_dark:dark_SAMN12017028.Signal.Unique.str1.out.bw	none dark:dark T4 B	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T4	whole organism none dark:dark T4	PMID:32410571	PRJNA548291	SRR9267007,SRR9267008	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017028.Signal.Unique.str1.out.bw			none		
whole-organism_adult_dark:dark_SAMN12017027.Signal.Unique.str1.out.bw	none dark:dark T4 C	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T4	whole organism none dark:dark T4	PMID:32410571	PRJNA548291	SRR9267009,SRR9267010	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017027.Signal.Unique.str1.out.bw			none		
whole-organism_adult_dark:dark_SAMN12017026.Signal.Unique.str1.out.bw	none dark:dark T4 D	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T4	whole organism none dark:dark T4	PMID:32410571	PRJNA548291	SRR9267011,SRR9267012	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017026.Signal.Unique.str1.out.bw			none		
### end																					
																					
# circadian:no color/dark overlay for timepoint 5																					
## grays:  none T5																					
whole-organism_adult_dark:dark_SAMN12017134.Signal.Unique.str1.out.bw	none dark:dark T5 A	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T5	whole organism none dark:dark T5	PMID:32410571	PRJNA548291	SRR9267037,SRR9267038	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017134.Signal.Unique.str1.out.bw			none		
whole-organism_adult_dark:dark_SAMN12017133.Signal.Unique.str1.out.bw	none dark:dark T5 B	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T5	whole organism none dark:dark T5	PMID:32410571	PRJNA548291	SRR9267039,SRR9267040	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017133.Signal.Unique.str1.out.bw			none		
whole-organism_adult_dark:dark_SAMN12017455.Signal.Unique.str1.out.bw	none dark:dark T5 C	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T5	whole organism none dark:dark T5	PMID:32410571	PRJNA548291	SRR9267041,SRR9267042	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017455.Signal.Unique.str1.out.bw			none		
whole-organism_adult_dark:dark_SAMN12017454.Signal.Unique.str1.out.bw	none dark:dark T5 D	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T5	whole organism none dark:dark T5	PMID:32410571	PRJNA548291	SRR9267043,SRR9267044	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017454.Signal.Unique.str1.out.bw			none		
### end																					
																					
# circadian:no color/dark overlay for timepoint 6																					
## grays:  none T6																					
whole-organism_adult_dark:dark_SAMN12017440.Signal.Unique.str1.out.bw	none dark:dark T6 A	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T6	whole organism none dark:dark T6	PMID:32410571	PRJNA548291	SRR9267069,SRR9267070	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017440.Signal.Unique.str1.out.bw			none		
whole-organism_adult_dark:dark_SAMN12017439.Signal.Unique.str1.out.bw	none dark:dark T6 B	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T6	whole organism none dark:dark T6	PMID:32410571	PRJNA548291	SRR9267071,SRR9267072	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017439.Signal.Unique.str1.out.bw			none		
whole-organism_adult_dark:dark_SAMN12017438.Signal.Unique.str1.out.bw	none dark:dark T6 C	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T6	whole organism none dark:dark T6	PMID:32410571	PRJNA548291	SRR9267073,SRR9267074	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017438.Signal.Unique.str1.out.bw			none		
whole-organism_adult_dark:dark_SAMN12017437.Signal.Unique.str1.out.bw	none dark:dark T6 D	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		none dark:dark T6	whole organism none dark:dark T6	PMID:32410571	PRJNA548291	SRR9267075,SRR9267076	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_dark:dark_SAMN12017437.Signal.Unique.str1.out.bw			none		
### end																					
																					
# circadian:red light replicate overlay for timepoint 1																					
## reds:  red T1																					
whole-organism_adult_red_light:dark_SAMN12017118.Signal.Unique.str1.out.bw	red light:dark T1 A	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T1	whole organism red light:dark T1	PMID:32410571	PRJNA548291	SRR9266885,SRR9266886	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017118.Signal.Unique.str1.out.bw			red		
whole-organism_adult_red_light:dark_SAMN12017117.Signal.Unique.str1.out.bw	red light:dark T1 B	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T1	whole organism red light:dark T1	PMID:32410571	PRJNA548291	SRR9266887,SRR9266888	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017117.Signal.Unique.str1.out.bw			red		
whole-organism_adult_red_light:dark_SAMN12017116.Signal.Unique.str1.out.bw	red light:dark T1 C	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T1	whole organism red light:dark T1	PMID:32410571	PRJNA548291	SRR9266889,SRR9266890	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017116.Signal.Unique.str1.out.bw			red		
whole-organism_adult_red_light:dark_SAMN12017115.Signal.Unique.str1.out.bw	red light:dark T1 D	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T1	whole organism red light:dark T1	PMID:32410571	PRJNA548291	SRR9266891,SRR9266892	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017115.Signal.Unique.str1.out.bw			red		
### end																					
																					
# circadian:red light replicate overlay for timepoint 2																					
## reds:  red T2																					
whole-organism_adult_red_light:dark_SAMN12017166.Signal.Unique.str1.out.bw	red light:dark T2 A	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T2	whole organism red light:dark T2	PMID:32410571	PRJNA548291	SRR9266917,SRR9266918	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017166.Signal.Unique.str1.out.bw			red		
whole-organism_adult_red_light:dark_SAMN12017165.Signal.Unique.str1.out.bw	red light:dark T2 B	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T2	whole organism red light:dark T2	PMID:32410571	PRJNA548291	SRR9266919,SRR9266920	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017165.Signal.Unique.str1.out.bw			red		
whole-organism_adult_red_light:dark_SAMN12017167.Signal.Unique.str1.out.bw	red light:dark T2 C	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T2	whole organism red light:dark T2	PMID:32410571	PRJNA548291	SRR9266921,SRR9266922	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017167.Signal.Unique.str1.out.bw			red		
whole-organism_adult_red_light:dark_SAMN12017164.Signal.Unique.str1.out.bw	red light:dark T2 D	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T2	whole organism red light:dark T2	PMID:32410571	PRJNA548291	SRR9266923,SRR9266924	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017164.Signal.Unique.str1.out.bw			red		
### end																					
																					
# circadian:red light replicate overlay for timepoint 3																					
## reds:  red T3																					
whole-organism_adult_red_light:dark_SAMN12017151.Signal.Unique.str1.out.bw	red light:dark T3 A	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T3	whole organism red light:dark T3	PMID:32410571	PRJNA548291	SRR9266949,SRR9266950	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017151.Signal.Unique.str1.out.bw			red		
whole-organism_adult_red_light:dark_SAMN12017150.Signal.Unique.str1.out.bw	red light:dark T3 B	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T3	whole organism red light:dark T3	PMID:32410571	PRJNA548291	SRR9266951,SRR9266952	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017150.Signal.Unique.str1.out.bw			red		
whole-organism_adult_red_light:dark_SAMN12017149.Signal.Unique.str1.out.bw	red light:dark T3 C	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T3	whole organism red light:dark T3	PMID:32410571	PRJNA548291	SRR9266953,SRR9266954	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017149.Signal.Unique.str1.out.bw			red		
whole-organism_adult_red_light:dark_SAMN12017148.Signal.Unique.str1.out.bw	red light:dark T3 D	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T3	whole organism red light:dark T3	PMID:32410571	PRJNA548291	SRR9266955,SRR9266956	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017148.Signal.Unique.str1.out.bw			red		
### end																					
																					
# circadian:red light replicate overlay for timepoint 4																					
## reds:  red T4																					
whole-organism_adult_red_light:dark_SAMN12017042.Signal.Unique.str1.out.bw	red light:dark T4 A	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T4	whole organism red light:dark T4	PMID:32410571	PRJNA548291	SRR9266981,SRR9266982	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017042.Signal.Unique.str1.out.bw			red		
whole-organism_adult_red_light:dark_SAMN12017041.Signal.Unique.str1.out.bw	red light:dark T4 B	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T4	whole organism red light:dark T4	PMID:32410571	PRJNA548291	SRR9266983,SRR9266984	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017041.Signal.Unique.str1.out.bw			red		
whole-organism_adult_red_light:dark_SAMN12017040.Signal.Unique.str1.out.bw	red light:dark T4 C	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T4	whole organism red light:dark T4	PMID:32410571	PRJNA548291	SRR9266985,SRR9266986	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017040.Signal.Unique.str1.out.bw			red		
whole-organism_adult_red_light:dark_SAMN12017038.Signal.Unique.str1.out.bw	red light:dark T4 D	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T4	whole organism red light:dark T4	PMID:32410571	PRJNA548291	SRR9266987,SRR9266988	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017038.Signal.Unique.str1.out.bw			red		
### end																					
																					
# circadian:red light replicate overlay for timepoint 5																					
## reds:  red T5																					
whole-organism_adult_red_light:dark_SAMN12017025.Signal.Unique.str1.out.bw	red light:dark T5 A	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T5	whole organism red light:dark T5	PMID:32410571	PRJNA548291	SRR9267013,SRR9267014	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017025.Signal.Unique.str1.out.bw			red		
whole-organism_adult_red_light:dark_SAMN12017024.Signal.Unique.str1.out.bw	red light:dark T5 B	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T5	whole organism red light:dark T5	PMID:32410571	PRJNA548291	SRR9267015,SRR9267016	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017024.Signal.Unique.str1.out.bw			red		
whole-organism_adult_red_light:dark_SAMN12017023.Signal.Unique.str1.out.bw	red light:dark T5 C	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T5	whole organism red light:dark T5	PMID:32410571	PRJNA548291	SRR9267017,SRR9267018	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017023.Signal.Unique.str1.out.bw			red		
whole-organism_adult_red_light:dark_SAMN12017022.Signal.Unique.str1.out.bw	red light:dark T5 D	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T5	whole organism red light:dark T5	PMID:32410571	PRJNA548291	SRR9267019,SRR9267020	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017022.Signal.Unique.str1.out.bw			red		
### end																					
																					
# circadian:red light replicate overlay for timepoint 6																					
## reds:  red T6																					
whole-organism_adult_red_light:dark_SAMN12017453.Signal.Unique.str1.out.bw	red light:dark T6 A	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T6	whole organism red light:dark T6	PMID:32410571	PRJNA548291	SRR9267045,SRR9267046	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017453.Signal.Unique.str1.out.bw			red		
whole-organism_adult_red_light:dark_SAMN12017452.Signal.Unique.str1.out.bw	red light:dark T6 B	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T6	whole organism red light:dark T6	PMID:32410571	PRJNA548291	SRR9267047,SRR9267048	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017452.Signal.Unique.str1.out.bw			red		
whole-organism_adult_red_light:dark_SAMN12017451.Signal.Unique.str1.out.bw	red light:dark T6 C	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T6	whole organism red light:dark T6	PMID:32410571	PRJNA548291	SRR9267049,SRR9267050	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017451.Signal.Unique.str1.out.bw			red		
whole-organism_adult_red_light:dark_SAMN12017450.Signal.Unique.str1.out.bw	red light:dark T6 D	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		red light:dark T6	whole organism red light:dark T6	PMID:32410571	PRJNA548291	SRR9267051,SRR9267052	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_red_light:dark_SAMN12017450.Signal.Unique.str1.out.bw			red		
### end																					
																					
# circadian:color overlay for timepoint 1																					
## blues:  Blue T1																					
whole-organism_adult_blue_light:dark_SAMN12017114.Signal.Unique.str1.out.bw	blue light:dark T1 A	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		blue light:dark T1	whole organism blue light:dark T1	PMID:32410571	PRJNA548291	SRR9266893,SRR9266894	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_blue_light:dark_SAMN12017114.Signal.Unique.str1.out.bw			blue		
whole-organism_adult_blue_light:dark_SAMN12017113.Signal.Unique.str1.out.bw	blue light:dark T1 B	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		blue light:dark T1	whole organism blue light:dark T1	PMID:32410571	PRJNA548291	SRR9266895,SRR9266896	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_blue_light:dark_SAMN12017113.Signal.Unique.str1.out.bw			blue		
whole-organism_adult_blue_light:dark_SAMN12017112.Signal.Unique.str1.out.bw	blue light:dark T1 C	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		blue light:dark T1	whole organism blue light:dark T1	PMID:32410571	PRJNA548291	SRR9266897,SRR9266898	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_blue_light:dark_SAMN12017112.Signal.Unique.str1.out.bw			blue		
whole-organism_adult_blue_light:dark_SAMN12017111.Signal.Unique.str1.out.bw	blue light:dark T1 D	RNASeq	Gene Expression	UNC	WLeach	Decoupling behavioral and transcriptional responses to color in an eyeless cnidarian	whole		blue light:dark T1	whole organism blue light:dark T1	PMID:32410571	PRJNA548291	SRR9266899,SRR9266900	2022-02-01	smr	GCA_033964005.1/Leach_2019/GPL23802/PRJNA548291/whole-organism_adult_blue_light:dark_SAMN12017111.Signal.Unique.str1.out.bw			blue		
## greens: Green T1																					
