label	key	technique	category	institute	source	experiment	developmental-stage	tissue	condition	summary	citation	project	accession	date	analyst	filename	SCIPRJ	access_level	biosample	NGS_file	MLONG
MOLNG-1571.22.pos.bw	M-mus-1.pos	RNASeq	Gene Expression	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	muscle		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775965	2016-02-17	CWS	GCA_033964005.1/bulk_align/MOLNG-1571.22.pos.bw	[SCI-002413] Germline development in Nematostella		SAMN16376595	s_3_1_GCCAAT.fastq.gz	
MOLNG-1571.20.pos.bw	M-mus-2.pos	RNASeq	Gene Expression	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	muscle		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775967	2016-02-17	CWS	GCA_033964005.1/bulk_align/MOLNG-1571.20.pos.bw	[SCI-002413] Germline development in Nematostella		SAMN16376593	s_3_1_CTTGTA.fastq.gz	
MOLNG-1571.25.pos.bw	M-mus-3.pos	RNASeq	Gene Expression	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	muscle		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775962	2016-02-17	CWS	GCA_033964005.1/bulk_align/MOLNG-1571.25.pos.bw	[SCI-002413] Germline development in Nematostella		SAMN16376598	s_3_1_GTGAAA.fastq.gz	
## oranges: male -																					
MOLNG-1571.22.neg.bw	M-mus-1.neg	RNASeq	Gene Expression	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	muscle		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775965	2016-02-17	CWS	GCA_033964005.1/bulk_align/MOLNG-1571.22.neg.bw	[SCI-002413] Germline development in Nematostella		SAMN16376595	s_3_1_GCCAAT.fastq.gz	
MOLNG-1571.20.neg.bw	M-mus-2.neg	RNASeq	Gene Expression	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	muscle		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775967	2016-02-17	CWS	GCA_033964005.1/bulk_align/MOLNG-1571.20.neg.bw	[SCI-002413] Germline development in Nematostella		SAMN16376593	s_3_1_CTTGTA.fastq.gz	
MOLNG-1571.25.neg.bw	M-mus-3.neg	RNASeq	Gene Expression	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	muscle		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775962	2016-02-17	CWS	GCA_033964005.1/bulk_align/MOLNG-1571.25.neg.bw	[SCI-002413] Germline development in Nematostella		SAMN16376598	s_3_1_GTGAAA.fastq.gz	
### end																					
																					
# Mesentery filament Male+Female																					
## greens: female +																					
MOLNG-1571.15.pos.bw	F-mf-1.pos	RNASeq	Gene Expression	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult female	mesentery filament		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775973	2016-02-17	CWS	GCA_033964005.1/bulk_align/MOLNG-1571.15.pos.bw	[SCI-002413] Germline development in Nematostella		SAMN16376588	s_3_1_ATCACG.fastq.gz	
MOLNG-1571.17.pos.bw	F-mf-2.pos	RNASeq	Gene Expression	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult female	mesentery filament		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775971	2016-02-17	CWS	GCA_033964005.1/bulk_align/MOLNG-1571.17.pos.bw	[SCI-002413] Germline development in Nematostella		SAMN16376590	s_3_1_CAGATC.fastq.gz	
MOLNG-1571.13.pos.bw	F-mf-3.pos	RNASeq	Gene Expression	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult female	mesentery filament		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775975	2016-02-17	CWS	GCA_033964005.1/bulk_align/MOLNG-1571.13.pos.bw	[SCI-002413] Germline development in Nematostella		SAMN16376586	s_3_1_AGTCAA.fastq.gz	
## greens: female -																					
MOLNG-1571.15.neg.bw	F-mf-1.neg	RNASeq	Gene Expression	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult female	mesentery filament		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775973	2016-02-17	CWS	GCA_033964005.1/bulk_align/MOLNG-1571.15.neg.bw	[SCI-002413] Germline development in Nematostella		SAMN16376588	s_3_1_ATCACG.fastq.gz	
MOLNG-1571.17.neg.bw	F-mf-2.neg	RNASeq	Gene Expression	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult female	mesentery filament		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775971	2016-02-17	CWS	GCA_033964005.1/bulk_align/MOLNG-1571.17.neg.bw	[SCI-002413] Germline development in Nematostella		SAMN16376590	s_3_1_CAGATC.fastq.gz	
MOLNG-1571.13.neg.bw	F-mf-3.neg	RNASeq	Gene Expression	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult female	mesentery filament		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775975	2016-02-17	CWS	GCA_033964005.1/bulk_align/MOLNG-1571.13.neg.bw	[SCI-002413] Germline development in Nematostella		SAMN16376586	s_3_1_AGTCAA.fastq.gz	
## oranges: male + 																					
MOLNG-1571.27.pos.bw	M-mf-1.pos	RNASeq	Gene Expression	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	mesentery filament		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775960	2016-02-17	CWS	GCA_033964005.1/bulk_align/MOLNG-1571.27.pos.bw	[SCI-002413] Germline development in Nematostella		SAMN16376600	s_3_1_TGACCA.fastq.gz	
MOLNG-1571.26.pos.bw	M-mf-2.pos	RNASeq	Gene Expression	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	mesentery filament		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775961	2016-02-17	CWS	GCA_033964005.1/bulk_align/MOLNG-1571.26.pos.bw	[SCI-002413] Germline development in Nematostella		SAMN16376599	s_3_1_TAGCTT.fastq.gz	
MOLNG-1571.18.pos.bw	M-mf-3.pos	RNASeq	Gene Expression	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	mesentery filament		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775970	2016-02-17	CWS	GCA_033964005.1/bulk_align/MOLNG-1571.18.pos.bw	[SCI-002413] Germline development in Nematostella		SAMN16376591	s_3_1_CCGTCC.fastq.gz	
## oranges: male -																					
MOLNG-1571.27.neg.bw	M-mf-1.neg	RNASeq	Gene Expression	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	mesentery filament		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775960	2016-02-17	CWS	GCA_033964005.1/bulk_align/MOLNG-1571.27.neg.bw	[SCI-002413] Germline development in Nematostella		SAMN16376600	s_3_1_TGACCA.fastq.gz	
MOLNG-1571.26.neg.bw	M-mf-2.neg	RNASeq	Gene Expression	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	mesentery filament		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775961	2016-02-17	CWS	GCA_033964005.1/bulk_align/MOLNG-1571.26.neg.bw	[SCI-002413] Germline development in Nematostella		SAMN16376599	s_3_1_TAGCTT.fastq.gz	
MOLNG-1571.18.neg.bw	M-mf-3.neg	RNASeq	Gene Expression	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	mesentery filament		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775970	2016-02-17	CWS	GCA_033964005.1/bulk_align/MOLNG-1571.18.neg.bw	[SCI-002413] Germline development in Nematostella		SAMN16376591	s_3_1_CCGTCC.fastq.gz	
### end																					
																					
# BAM FILES																					
MOLNG-1571.11.bam	M-g-1	RNASeq	Aligned Reads	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	gonad		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775978	2016-02-17	CWS	GCA_033964005.1/bulk_align/bams/MOLNG-1571.11.bam	[SCI-002413] Germline development in Nematostella		SAMN16376584	s_3_1_ACAGTG.fastq.gz	
MOLNG-1571.12.bam	F-g-2	RNASeq	Aligned Reads	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult female	gonad		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775976	2016-02-17	CWS	GCA_033964005.1/bulk_align/bams/MOLNG-1571.12.bam	[SCI-002413] Germline development in Nematostella		SAMN16376585	s_3_1_ACTTGA.fastq.gz	
MOLNG-1571.13.bam	F-mf-3	RNASeq	Aligned Reads	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult female	mesentery filament		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775975	2016-02-17	CWS	GCA_033964005.1/bulk_align/bams/MOLNG-1571.13.bam	[SCI-002413] Germline development in Nematostella		SAMN16376586	s_3_1_AGTCAA.fastq.gz	
MOLNG-1571.14.bam	F-g-3	RNASeq	Aligned Reads	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult female	gonad		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775974	2016-02-17	CWS	GCA_033964005.1/bulk_align/bams/MOLNG-1571.14.bam	[SCI-002413] Germline development in Nematostella		SAMN16376587	s_3_1_AGTTCC.fastq.gz	
MOLNG-1571.15.bam	F-mf-1	RNASeq	Aligned Reads	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult female	mesentery filament		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775973	2016-02-17	CWS	GCA_033964005.1/bulk_align/bams/MOLNG-1571.15.bam	[SCI-002413] Germline development in Nematostella		SAMN16376588	s_3_1_ATCACG.fastq.gz	
MOLNG-1571.16.bam	F-mus-3	RNASeq	Aligned Reads	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult female	muscle		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775972	2016-02-17	CWS	GCA_033964005.1/bulk_align/bams/MOLNG-1571.16.bam	[SCI-002413] Germline development in Nematostella		SAMN16376589	s_3_1_ATGTCA.fastq.gz	
MOLNG-1571.17.bam	F-mf-2	RNASeq	Aligned Reads	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult female	mesentery filament		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775971	2016-02-17	CWS	GCA_033964005.1/bulk_align/bams/MOLNG-1571.17.bam	[SCI-002413] Germline development in Nematostella		SAMN16376590	s_3_1_CAGATC.fastq.gz	
MOLNG-1571.18.bam	M-mf-3	RNASeq	Aligned Reads	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	mesentery filament		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775970	2016-02-17	CWS	GCA_033964005.1/bulk_align/bams/MOLNG-1571.18.bam	[SCI-002413] Germline development in Nematostella		SAMN16376591	s_3_1_CCGTCC.fastq.gz	
MOLNG-1571.19.bam	F-g-1	RNASeq	Aligned Reads	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult female	gonad		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775968	2016-02-17	CWS	GCA_033964005.1/bulk_align/bams/MOLNG-1571.19.bam	[SCI-002413] Germline development in Nematostella		SAMN16376592	s_3_1_CGATGT.fastq.gz	
MOLNG-1571.20.bam	M-mus-2	RNASeq	Aligned Reads	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	muscle		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775967	2016-02-17	CWS	GCA_033964005.1/bulk_align/bams/MOLNG-1571.20.bam	[SCI-002413] Germline development in Nematostella		SAMN16376593	s_3_1_CTTGTA.fastq.gz	
MOLNG-1571.21.bam	F-mus-2	RNASeq	Aligned Reads	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult female	muscle		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775966	2016-02-17	CWS	GCA_033964005.1/bulk_align/bams/MOLNG-1571.21.bam	[SCI-002413] Germline development in Nematostella		SAMN16376594	s_3_1_GATCAG.fastq.gz	
MOLNG-1571.22.bam	M-mus-1	RNASeq	Aligned Reads	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	muscle		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775965	2016-02-17	CWS	GCA_033964005.1/bulk_align/bams/MOLNG-1571.22.bam	[SCI-002413] Germline development in Nematostella		SAMN16376595	s_3_1_GCCAAT.fastq.gz	
MOLNG-1571.23.bam	M-g-2	RNASeq	Aligned Reads	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	gonad		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775964	2016-02-17	CWS	GCA_033964005.1/bulk_align/bams/MOLNG-1571.23.bam	[SCI-002413] Germline development in Nematostella		SAMN16376596	s_3_1_GGCTAC.fastq.gz	
MOLNG-1571.24.bam	M-g-3	RNASeq	Aligned Reads	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	gonad		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775963	2016-02-17	CWS	GCA_033964005.1/bulk_align/bams/MOLNG-1571.24.bam	[SCI-002413] Germline development in Nematostella		SAMN16376597	s_3_1_GTCCGC.fastq.gz	
MOLNG-1571.25.bam	M-mus-3	RNASeq	Aligned Reads	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	muscle		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775962	2016-02-17	CWS	GCA_033964005.1/bulk_align/bams/MOLNG-1571.25.bam	[SCI-002413] Germline development in Nematostella		SAMN16376598	s_3_1_GTGAAA.fastq.gz	
MOLNG-1571.26.bam	M-mf-2	RNASeq	Aligned Reads	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	mesentery filament		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775961	2016-02-17	CWS	GCA_033964005.1/bulk_align/bams/MOLNG-1571.26.bam	[SCI-002413] Germline development in Nematostella		SAMN16376599	s_3_1_TAGCTT.fastq.gz	
MOLNG-1571.27.bam	M-mf-1	RNASeq	Aligned Reads	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult male	mesentery filament		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775960	2016-02-17	CWS	GCA_033964005.1/bulk_align/bams/MOLNG-1571.27.bam	[SCI-002413] Germline development in Nematostella		SAMN16376600	s_3_1_TGACCA.fastq.gz	
MOLNG-1571.28.bam	F-mus-1	RNASeq	Aligned Reads	SIMR	Gibson Lab CYC	Compare RNA expression among three tissues	adult female	muscle		poly-A Stranded RNASeq, adult sexed samples, several tissues. Condition: Muscle; Gonad; Mesentery Filament. Developmental-Stage: Adult Male; Adult Female	PRJNA667495	PRJNA667495,MOLNG-1571	SRR12775959	2016-02-17	CWS	GCA_033964005.1/bulk_align/bams/MOLNG-1571.28.bam	[SCI-002413] Germline development in Nematostella		SAMN16376601	s_3_1_TTAGGC.fastq.gz	
																					
# Whole Adult Mesentary Male+Female Control																					
## oranges: male + 																					
MOLNG-1180.29.pos.bw	Whole_Male_M_symbol_1.pos	RNASeq	Gene Expression	SIMR	Gibson Lab EBA	Identify sex specific genes in nematostella	adult male	whole		poly-A Stranded RNASeq, adult sexed samples, whole/mesentery. Condition: Whole-Animal; Mesentery. Developmental-Stage: Adult Male; Adult Female		[SCI-001362] Stuff	MOLNG-1180	2015-04-03	CWS	GCA_033964005.1/bulk_align/MOLNG-1180.29.pos.bw	[SCI-001362] Stuff			s_2_1_ACAGTG.fastq.gz,s_3_1_ACAGTG.fastq.gz s_2_1_GCCAAT.fastq.gz,s_3_1_GCCAAT.fastq.gz s_2_1_CAGATC.fastq.gz,s_3_1_CAGATC.fastq.gz s_2_1_ACTTGA.fastq.gz,s_3_1_ACTTGA.fastq.gz  s_2_1_ACAGTG.fastq.gz,s_3_1_ACAGTG.fastq.gz s_2_1_GCCAAT.fastq.gz,s_3_1_GCCAAT.fastq.gz s_2_1_CAGATC.fastq.gz,s_3_1_CAGATC.fastq.gz s_2_1_ACTTGA.fastq.gz,s_3_1_ACTTGA.fastq.gz  s_2_1_ATCACG.fastq.gz,s_3_1_ATCACG.fastq.gz s_2_1_CGATGT.fastq.gz,s_3_1_CGATGT.fastq.gz s_2_1_TTAGGC.fastq.gz,s_3_1_TTAGGC.fastq.gz s_2_1_TGACCA.fastq.gz,s_3_1_TGACCA.fastq.gz  s_2_1_ATCACG.fastq.gz,s_3_1_ATCACG.fastq.gz s_2_1_CGATGT.fastq.gz,s_3_1_CGATGT.fastq.gz s_2_1_TTAGGC.fastq.gz,s_3_1_TTAGGC.fastq.gz s_2_1_TGACCA.fastq.gz,s_3_1_TGACCA.fastq.gz     s_2_1_CTTGTA.fastq.gz,s_3_1_CTTGTA.fastq.gz s_2_1_AGTCAA.fastq.gz,s_3_1_AGTCAA.fastq.gz s_2_1_AGTTCC.fastq.gz,s_3_1_AGTTCC.fastq.gz  s_2_1_CTTGTA.fastq.gz,s_3_1_CTTGTA.fastq.gz s_2_1_AGTCAA.fastq.gz,s_3_1_AGTCAA.fastq.gz s_2_1_AGTTCC.fastq.gz,s_3_1_AGTTCC.fastq.gz  s_2_1_GATCAG.fastq.gz,s_3_1_GATCAG.fastq.gz s_2_1_TAGCTT.fastq.gz,s_3_1_TAGCTT.fastq.gz s_2_1_GGCTAC.fastq.gz,s_3_1_GGCTAC.fastq.gz  s_2_1_GATCAG.fastq.gz,s_3_1_GATCAG.fastq.gz s_2_1_TAGCTT.fastq.gz,s_3_1_TAGCTT.fastq.gz s_2_1_GGCTAC.fastq.gz,s_3_1_GGCTAC.fastq.gz     s_2_1_ATGTCA.fastq.gz,s_3_1_ATGTCA.fastq.gz s_2_1_CCGTCC.fastq.gz,s_3_1_CCGTCC.fastq.gz s_2_1_GTCCGC.fastq.gz,s_3_1_GTCCGC.fastq.gz s_2_1_GTGAAA.fastq.gz,s_3_1_GTGAAA.fastq.gz  s_2_1_ATGTCA.fastq.gz,s_3_1_ATGTCA.fastq.gz s_2_1_CCGTCC.fastq.gz,s_3_1_CCGTCC.fastq.gz s_2_1_GTCCGC.fastq.gz,s_3_1_GTCCGC.fastq.gz s_2_1_GTGAAA.fastq.gz,s_3_1_GTGAAA.fastq.gz   s_2_1_ACAGTG.fastq.gz,s_3_1_ACAGTG.fastq.gz s_2_1_ACTTGA.fastq.gz,s_3_1_ACTTGA.fastq.gz s_2_1_AGTCAA.fastq.gz,s_3_1_AGTCAA.fastq.gz s_2_1_AGTTCC.fastq.gz,s_3_1_AGTTCC.fastq.gz s_2_1_ATCACG.fastq.gz,s_3_1_ATCACG.fastq.gz s_2_1_ATGTCA.fastq.gz,s_3_1_ATGTCA.fastq.gz s_2_1_CAGATC.fastq.gz,s_3_1_CAGATC.fastq.gz s_2_1_CCGTCC.fastq.gz,s_3_1_CCGTCC.fastq.gz s_2_1_CGATGT.fastq.gz,s_3_1_CGATGT.fastq.gz s_2_1_CTTGTA.fastq.gz,s_3_1_CTTGTA.fastq.gz s_2_1_GATCAG.fastq.gz,s_3_1_GATCAG.fastq.gz s_2_1_GCCAAT.fastq.gz,s_3_1_GCCAAT.fastq.gz s_2_1_GGCTAC.fastq.gz,s_3_1_GGCTAC.fastq.gz s_2_1_GTCCGC.fastq.gz,s_3_1_GTCCGC.fastq.gz s_2_1_GTGAAA.fastq.gz,s_3_1_GTGAAA.fastq.gz s_2_1_TAGCTT.fastq.gz,s_3_1_TAGCTT.fastq.gz s_2_1_TGACCA.fastq.gz,s_3_1_TGACCA.fastq.gz s_2_1_TTAGGC.fastq.gz,s_3_1_TTAGGC.fastq.gz	
MOLNG-1180.40.pos.bw	Whole_Male_M_symbol_2.pos	RNASeq	Gene Expression	SIMR	Gibson Lab EBA	Identify sex specific genes in nematostella	adult male	whole		poly-A Stranded RNASeq, adult sexed samples, whole/mesentery. Condition: Whole-Animal; Mesentery. Developmental-Stage: Adult Male; Adult Female		[SCI-001362] Stuff	MOLNG-1180	2015-04-03	CWS	GCA_033964005.1/bulk_align/MOLNG-1180.40.pos.bw	[SCI-001362] Stuff				
